Market,Symbol,StockName,StockEnName
HNX,SHN,Công ty Cổ phần Đầu tư Tổng hợp Hà Nội,Hanoi Investment General Corporation
HOSE,SHP,CTCP THUY DIEN MIEN NAM,Southern Hydropower Joint Stock Company
HNX,SHS,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,Sai Gon - Ha Noi Securities Joint Stock Company
UPCOM,SID,Công ty Cổ phần Đầu tư Phát triển Sài Gòn Co.op,Saigon Co.op Investment Development Joint Stock Company
UPCOM,SIG,Công ty Cổ phần Đầu tư và Thương mại Sông Đà,Song Da Investment and Trading Joint Stock Company 
UPCOM,SII,Công ty Cổ phần Hạ tầng Nước Sài Gòn,Saigon Water Infrastructure Corporation
HOSE,SIP,CTCP DAU TU SAI GON VRG,Saigon VRG Investment Corporation
UPCOM,SIV,Công ty Cổ phần SIVICO,SIVICO Joint Stock Company
HNX,SJ1,Công ty Cổ phần Nông nghiệp Hùng Hậu,Hung Hau Agricultural Corporation
UPCOM,SJC,Công ty Cổ phần Sông Đà 1.01,Song Da 1.01 Joint Stock Company
HOSE,SJD,CTCP THUY DIEN CAN DON,Can Don Hydropower Joint Stock Company
HNX,SJE,Công ty Cổ phần Sông Đà 11,Song Da No11 Joint Stock Company
HOSE,SJF,CTCP DT SAO THAI DUONG,Sunstar Investment Joint Stock Company
UPCOM,SJG,Tổng Công ty Sông Đà,Song Da Corporation
UPCOM,SJM,Công ty Cổ phần Sông Đà 19,Song Da 19 Joint Stock Company
HOSE,SJS,CTCP DTPT DT&KCN SONG DA,SJ Group Joint Stock Company
HOSE,SKG,CTCP TCT SUPERDONG-KG,Superdong - Kien Giang Fast Ferry Joint Stock Company
UPCOM,SKH,Công ty Cổ phần Nước giải khát Sanest Khánh Hòa,Khanh Hoa Sanest Soft Drink Joint Stock Company
UPCOM,SKN,Công ty Cổ phần Nước giải khát Sanna Khánh Hòa,Sanna Khanh Hoa Beverage Joint Stock Company
UPCOM,SKV,Công ty Cổ phần Nước Giải khát Yến sào Khánh Hòa,Khanh Hoa Salanges Nest Soft Drink Joint Stock Company
HNX,SLS,Công ty Cổ phần Mía đường Sơn La,Son La Sugar Joint Stock Company
HOSE,SMA,CTCP TB-PT SAI GON,Saigon Machinery Spare Parts Joint Stock Company
HOSE,SMB,CTCP BIA SG - MT,Sai Gon - Mien Trung Beer Joint Stock Company
HOSE,SMC,CTCP DAU TU THUONGMAI SMC,SMC Trading Investment Joint Stock Company
HNX,SMN,Công ty Cổ phần Sách và thiết bị giáo dục Miền Nam,South Books and Educational Equipment Joint Stock Company
HNX,SMT,Công ty Cổ phần SAMETEL,SAMETEL Corporation
UPCOM,SNC,Công ty Cổ phần Xuất nhập khẩu Thủy sản Năm Căn,Nam Can Seaproducts Import Export Joint Stock Company
UPCOM,SNZ,Tổng Công ty Cổ phần Phát triển Khu Công nghiệp,Sonadezi Corporation
UPCOM,SP2,Công ty Cổ phần Thủy điện Sử Pán 2,Su Pan 2 Hydropower Joint Stock Company
UPCOM,SPB,Công ty Cổ phần Sợi Phú Bài,Phu Bai Spinning Mill Joint Stock Company
HNX,SPC,Công ty Cổ phần Bảo vệ Thực vật Sài Gòn,Saigon Plant Protection Joint Stock Company
UPCOM,SPD,Công ty Cổ phần Xuất nhập khẩu Thủy sản Miền Trung,Danang Seaproducts Import - Export Corporation
UPCOM,SPH,Công ty Cổ phần Xuất Nhập khẩu Thủy sản Hà Nội,Ha Noi Seaproducts Import Export Joint Stock Corporation
HNX,SPI,Công ty Cổ phần Spiral Galaxy,Spiral Galaxy Joint Stock Company
HOSE,SPM,CTCP S.P.M,S.P.M Corporation
UPCOM,SPV,Công ty Cổ phần Thủy Đặc Sản,Special Aquatic Products Joint Stock Company
UPCOM,SQC,Công ty Cổ phần Khoáng sản Sài Gòn - Quy Nhơn,Sai Gon - Quy Nhon Mining Corporation
HNX,SRA,Công ty Cổ phần SARA Việt Nam,Sara Vietnam Joint Stock Company
UPCOM,SRB,Công ty Cổ phần Tập đoàn Sara,Sara Joint Stock Company
HOSE,SRC,CTCP CAO SU SAO VANG,Sao Vang Rubber Joint Stock Company
HOSE,SRF,CTCP SEAREFICO,Searefico Corporation
UPCOM,SRT,Công ty Cổ phần Vận tải Đường sắt Sài Gòn,Saigon Railway Transport Joint Stock Company
HOSE,SSB,NH TMCP DONG NAM A,Southeast Asia Commercial Joint Stock Bank
HOSE,SSC,CTCP GIONG CT MIEN NAM,Southern Seed Joint-stock Company
UPCOM,SSF,Công ty Cổ phần Giáo dục G Sài Gòn,G Sai Gon Education Joint Stock Company
UPCOM,SSG,Công ty Cổ phần Vận tải Biển Hải Âu,Seagull Shipping Company
UPCOM,SSH,Công ty Cổ phần Phát triển Sunshine Homes,Sunshine Homes Development Joint Stock Company
HOSE,SSI,CTCP CHUNG KHOAN SSI,SSI Securities Corporation
HNX,SSM,Công ty Cổ phần Chế tạo kết cấu thép VNECO.SSM,Steel Structure Manufacture Joint Stock Company
UPCOM,SSN,Công ty Cổ phần Xuất nhập khẩu Thủy sản Sài Gòn,Saigon Sea Products Import Export Joint Stock Corporation
HOSE,ST8,CT CP SIEU THANH,ST8 Holdings Joint Stock Company
HOSE,STB,NH TMCP SG THUONG TIN,SaiGon Thuong Tin Commercial Joint Stock Bank
HNX,STC,Công ty Cổ phần Sách và Thiết bị trường học Thành phố Hồ Chí Minh,Book And Educational Equipment Joint Stock Company of Ho Chi Minh City
HOSE,STG,CTCP KHO VAN MIEN NAM,South Logistics Joint Stock Company
UPCOM,STH,Công ty Cổ phần Phát hành sách Thái Nguyên,Thai Nguyen Book Distribution Joint Stock Company
HOSE,STK,CTCP SOI THE KY,Century Synthetic Fiber Corporation
UPCOM,STL,Công ty Cổ phần Sông Đà - Thăng Long,SongDa - ThangLong Joint Stock Company
HNX,STP,Công ty Cổ phần Công nghiệp Thương mại Sông Đà,Song Da Industry Trade Joint Stock Company
UPCOM,STS,Công ty Cổ phần Dịch vụ vận tải Sài Gòn,Saigon Transport Agency Joint Stock Company
UPCOM,STT,Công ty Cổ phần Vận chuyển Sài Gòn Tourist,Saigon Tourist Transport Corporation
UPCOM,STW,Công ty Cổ phần Cấp nước Sóc Trăng,Soc Trang Water Supply Joint Stock Company
HOSE,SVC,CTCP DV TONG HOP SAI SON,SaiGon General Service Corporation
HOSE,SVD,CTCP DT&TM VU DANG,Vu Dang Investment & Trading Joint Stock Company
UPCOM,SVG,Công ty Cổ phần Hơi kỹ nghệ Que hàn,Industrial Gas and Welding Electrode Joint Stock Company
UPCOM,SVH,Công ty Cổ phần Thủy điện Sông Vàng,Song Vang HydroPower Joint Stock Company
HOSE,SVI,CTCP BAO BI BIEN HOA,Bien Hoa Packaging Joint Stock Company
HNX,SVN,Công ty Cổ phần Tập đoàn Vexilla Việt Nam,Vexilla Viet Nam Group Joint Stock Company
HOSE,SVT,17CTCP CN SG VIEN DONG,Sai Gon Vien Dong Technology Joint Stock Company
UPCOM,SWC,Tổng Công ty Cổ phần Đường Sông Miền Nam,Southern Waterborne Transport Corporation
HNX,SZB,Công ty Cổ phần Sonadezi Long Bình,Sonadezi Long Binh Share Holding Company
HOSE,SZC,CTCP SONADEZI CHAU DUC,Sonadezi Chau Duc Shareholding Company
UPCOM,SZE,Công ty Cổ phần Môi trường Sonadezi,Sonadezi Environment Joint Stock Company
UPCOM,SZG,Công ty Cổ phần Sonadezi Giang Điền,Sonadezi Giang Dien Shareholding Company
HOSE,SZL,CTCP SONADEZI LONG THANH,Sonadezi Long Thanh Shareholding Company
UPCOM,TA6,Công ty Cổ phần Đầu tư và Xây lắp Thành An 665,"Thanh An 665 Investment, Installation And Construction Joint Stock Company"
HNX,TA9,Công ty Cổ phần Xây lắp Thành An 96,Thanh An 96 Construction and Installation Joint Stock Company
UPCOM,TAL,Công Ty Cổ Phần Đầu Tư Bất Động Sản Taseco,Taseco Land Investment Joint Stock Company
UPCOM,TAN,Công ty Cổ phần Cà phê Thuận An,Thuan An Coffee Joint Stock Company
UPCOM,TAR,Công ty Cổ phần Nông nghiệp Công nghệ cao Trung An,Trung An Hi-tech Farming Joint Stock Company
UPCOM,TAW,Công ty Cổ phần Cấp nước Trung An,Trung An Water Supply Joint Stock Company
UPCOM,TB8,Công ty Cổ phần Sản xuất và Kinh doanh Vật tư Thiết bị - VVMI,VVMI - Manufacturing and Materials Equipment Trading Joint Stock Company
HOSE,TBC,CTCP THUY DIEN THAC BA,Thac Ba Hydropower Joint Stock Company
UPCOM,TBD,Tổng công ty Thiết bị điện Đông Anh - Công ty Cổ phần,Dong Anh Electrical Equipment Corporation
UPCOM,TBH,Công ty Cổ phần Tổng Bách Hóa,General Department Store Joint Stock Company
UPCOM,TBR,Công ty Cổ phần Địa ốc Tân Bình,Tan Binh Real Estate Joint Stock Company
UPCOM,TBT,Công ty Cổ phần Xây dựng Công trình Giao thông Bến Tre,Bentre Transportation Works Contruction Joint Stock Company
UPCOM,TBW,Công ty cổ phần Nước sạch Thái Bình,Thai Binh Clean Water Joint Stock Company
HNX,TBX,Công ty Cổ phần Xi măng Thái Bình,Thai Binh Cement Joint Stock Company
HOSE,TCB,NH TMCP KY THUONG VN,Vietnam Technological And Commercial Joint Stock Bank
HOSE,TCD,CTCP DTPT CN & VAN TAI,Transport and Industry Development Investment Joint Stock Company
HOSE,TCH,CTCP DTDV TC HOANG HUY,Hoang Huy Investment Financial Services Joint Stock Company
HOSE,TCI,CTCP CK THANH CONG,ThanhCong Securities Company
UPCOM,TCJ,Công ty Cổ phần Tô Châu,To Chau Joint Stock Company
UPCOM,TCK,Tổng Công ty Cơ khí Xây dựng - CTCP,Construction Machinery Corporation - JSC
HOSE,TCL,CTCP DLGNVT XEPDO TANCANG,Tan Cang Logistics and Stevedoring Join Stock Company
HOSE,TCM,CTCP DM DT TM THANH CONG,Thanh Cong Textile Garment Investment Trading Joint Stock Company
HOSE,TCO,CTCP VT DPT DUYEN HAI,TCO Holdings Joint Stock Company
HOSE,TCR,CTCP CN GOM SU TAICERA,Taicera Enterprise Company
HOSE,TCT,CTCP CT NUI BA TAY NINH,Tay Ninh Cable Car Tour Company
UPCOM,TCW,Công ty Cổ phần Kho Vận Tân Cảng,Tan Cang Warehousing Joint Stock Company
HNX,TCX124011,,
HNX,TCX124012,,
HNX,TCX124013,,
UPCOM,TDB,Công ty Cổ phần Thủy điện Định Bình,Dinh Binh Hydropower Joint Stock Company
HOSE,TDC,CTCP KD&PT BINH DUONG,Binhduong Trade And Development Joint Stock Company
UPCOM,TDF,Công ty Cổ phần Trung Đô,Trung Do Joint Stock Company
HOSE,TDG,CTCP DAU TU TDG GLOBAL,TDG Global Investment Joint Stock Company
HOSE,TDH,CTCP PT NHA THU DUC,Thu Duc Housing Development Corporation
HOSE,TDM,CTCP NUOC THU DAU MOT,Thu Dau Mot Water Joint Stock Company
HOSE,TDP,CONG TY CO PHAN THUAN DUC,Thuan Duc Joint Stock Company
HNX,TDP124010,,
UPCOM,TDS,Công ty Cổ phần Thép Thủ Đức - VNSTEEL,VNSTEEL - Thu Duc Steel Joint Stock Company
HNX,TDT,Công ty Cổ phần Đầu tư và Phát triển TDT,TDT Investment And Development Joint Stock Company
HOSE,TDW,CTCP CAP NUOC THU DUC,Thu Duc Water Supply Joint Stock Company
UPCOM,TED,Tổng Công ty Tư vấn Thiết kế Giao thông Vận tải - CTCP,Transport Engineering Design InCorporated
HOSE,TEG,CTCP NL&BDS TRUONG THANH,Truong Thanh Energy and Real Estate Joint Stock Company
UPCOM,TEL,Công ty Cổ phần Phát triển công trình viễn thông,Telecommunication Project Construction Development Joint Stock Company
HNX,TET,Công ty Cổ phần Vải sợi May mặc Miền Bắc,Northern Textiles And Garments Joint Stock Company (TEXTACO)
HNX,TFC,Công ty Cổ phần Trang,TRANG CORPORATION
UPCOM,TGG,Công ty Cổ phần The Golden Group,The Golden Group Joint Stock Company
UPCOM,TGP,Công ty Cổ phần Trường Phú,Truong Phu Joint Stock Company
UPCOM,TH1,Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam,The Vietnam National General Export - Import Joint Stock Company No.1
HNX,THB,Công ty Cổ phần Bia Hà Nội - Thanh Hóa,Ha Noi - Thanh Hoa Beer Joint Stock Company
HNX,THD,Công ty Cổ phần Thaiholdings,Thaiholdings Joint Stock Company
HOSE,THG,CTCP DT & XD TIEN GIANG,Tien Giang Investment and Construction Joint Stock Company
UPCOM,THM,Công ty Cổ phần Tứ Hải Hà Nam,Tu Hai Ha Nam Joint Stock Company
UPCOM,THN,Công ty Cổ phần Cấp nước Thanh Hóa,Thanh Hoa Water Supply Joint Stock Company
UPCOM,THP,Công ty Cổ phần Thủy sản và Thương mại Thuận Phước,Thuan Phuoc Seafoods and Trading Corporation
HNX,THS,Công ty Cổ phần Thanh Hoa Sông Đà,Song Da Thanh Hoa Joint Stock Company
HNX,THT,Công ty Cổ phần Than Hà Tu - Vinacomin,Vinacomin - Ha Tu Coal Joint Stock Company
UPCOM,THU,Công ty Cổ phần Môi trường và Công trình đô thị Thanh Hóa,Thanh Hoa Urban Construction and Environment Joint Stock Company
UPCOM,THW,Công ty Cổ phần Cấp nước Tân Hòa,Tan Hoa Water Supply Joint Stock Company
UPCOM,TID,Công ty Cổ phần Tổng Công ty Tín Nghĩa,Tin Nghia Corporation
UPCOM,TIE,Công ty Cổ phần TIE,Telecommunications Industry Electronics Joint Stock Company
HNX,TIG,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,ThangLong Investment Group Joint Stock Company
UPCOM,TIN,Công ty Tài chính Cổ phần Tín Việt,VIETCREDIT Finance Company
HOSE,TIP,CTCP PT KCN TIN NGHIA,Tin Nghia Industrial Park Development Joint Stock Company
UPCOM,TIS,Công ty Cổ phần Gang thép Thái Nguyên,Thai Nguyen Iron and Steel Joint Stock Corporation
HOSE,TIX,CTCP SXKD XNKDVDT TANBINH,Tan Binh Import - Export Joint Stock Corporation
HNX,TJC,Công ty Cổ phần Dịch vụ Vận tải và Thương mại,Transportation and Trading services Joint Stock Company
UPCOM,TKA,Công ty Cổ phần Bao bì Tân Khánh An,Tan Khanh An Packaging Joint Stock Company
UPCOM,TKC,Công ty Cổ phần Xây dựng và Kinh doanh Địa ốc Tân Kỷ,Tanky Construction Real Estate Trading Corporation
HNX,TKG,Công ty Cổ phần Sản xuất và Thương mại Tùng Khánh,Tung Khanh Trading and Manufacturing Joint Stock Company
HNX,TKU,Công ty Cổ phần Công nghiệp Tung Kuang,Tung Kuang Industrial Joint Stock Company
UPCOM,TL4,Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần,Hydraulics Construction Corporation No.4 Joint Stock Company
HOSE,TLD,CTCP DTXD&PTDT THANG LONG,Thang Long Urban Development and Construction Investment Joint Stock Company
HOSE,TLG,CTCP TAP DOAN THIEN LONG,Thien Long Group Corporation
HOSE,TLH,CTCP TD THEP TIEN LEN,Tienlen Steel Corporation Joint Stock Company
UPCOM,TLI,Công ty Cổ phần May Quốc tế Thắng Lợi,Thang Loi International Garment Joint Stock Company
UPCOM,TLP,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,Thanh Le Corporation
UPCOM,TLT,Công ty Cổ phần Viglacera Thăng Long,Viglacera ThangLong Joint Stock Company
HNX,TMB,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,Vinacomin - Northern Coal Trading Joint Stock Company
HNX,TMC,Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức,Thu Duc Trading and Import Export Joint Stock Company
UPCOM,TMG,Công ty Cổ phần Kim loại màu Thái Nguyên - Vimico,Vimico - Thai Nguyen Non Ferrous Metal Joint Stock Company 
HOSE,TMP,CTCP THUY DIEN THAC MO,Thac Mo Hydropower Joint Stock Company
HOSE,TMS,CTCP TRANSIMEX,Transimex Corporation
HOSE,TMT,CTCP O TO TMT,TMT Motors Corporation
UPCOM,TMW,Công ty Cổ phần Tổng hợp Gỗ Tân Mai,Tan Mai General Wood Joint Stock Company
HNX,TMX,Công ty Cổ phần VICEM Thương mại Xi măng,VICEM Cement Trading Joint Stock Company
HOSE,TN1,CTCP TMDV TNS HOLDINGS,Rox Key Holdings Joint Stock Company
HNX,TN1122016,,
HOSE,TNA,CTCP TM XNK THIEN NAM,Thien Nam Trading Import-Export Joint Stock Company
UPCOM,TNB,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,VNSTEEL - Nha Be Steel Joint Stock Company
HOSE,TNC,CTCP CAO SU THONG NHAT,Thong Nhat Rubber Joint Stock Company
HNX,TNG,Công ty Cổ phần Đầu tư và Thương mại TNG,TNG Investment And Trading Joint Stock Company
HNX,TNG122017,,
HOSE,TNH,CTCP BVQT THAI NGUYEN,TNH Hospital Group Joint Stock Company
HOSE,TNI,CTCP TAP DOAN THANH NAM,Thanh Nam Group Joint Stock Company
UPCOM,TNM,Công ty Cổ phần Xuất nhập khẩu và Xây dựng Công trình,Tranimexco Transportation Import-Export and Construction Joint-Stock Company
UPCOM,TNP,Công ty Cổ phần Cảng Thị Nại,Thi Nai Port Joint Stock Company
UPCOM,TNS,Công ty Cổ phần Thép Tấm Lá Thống Nhất,Thongnhat Flat Steel Joint Stock Company
HOSE,TNT,CTCP TAP DOAN TNT,TNT Group Joint Stock Company
UPCOM,TNW,Công ty Cổ phần Nước sạch Thái Nguyên,Thai Nguyen Water Joint Stock Company
UPCOM,TOP,Công ty Cổ phần Phân phối Top One,Top One Allot Joint Stock Company
UPCOM,TOS,Công ty Cổ phần Dịch vụ biển Tân Cảng,Tan Cang Offshore Services Joint Stock Company
HNX,TOT,Công ty Cổ phần Transimex Logistics,Transimex Logistics Corporation
UPCOM,TOW,Công ty Cổ phần Cấp nước Trà Nóc - Ô Môn,Tra Noc - O Mon Water Supply Joint Stock Company
HOSE,TPB,NGAN HANG TMCP TIEN PHONG,Tien Phong Commercial Joint Stock Bank
HOSE,TPC,CTCP NHUA TAN DAI HUNG,Tan Dai Hung Plastic Joint Stock Company
HNX,TPH,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,Hanoi Textbooks Printing Joint Stock Company
HNX,TPP,Công ty Cổ phần Tân Phú Việt Nam,Tan Phu Viet Nam Joint Stock Company
UPCOM,TPS,Công ty Cổ phần Bến bãi vận tải Sài Gòn,Sai Gon Transporation Parking Joint Stock Company
UPCOM,TQN,Công ty Cổ phần Thông Quảng Ninh,Quang Ninh Pine Joint Stock Company
UPCOM,TQW,Công ty Cổ phần Cấp thoát nước Tuyên Quang,Tuyen Quang Water Supply and Sewerage Joint Stock Company
UPCOM,TR1,Công ty Cổ phần Vận Tải 1 Traco,Traco Transport Joint Stock Corporation No.1
HOSE,TRA,CONG TY CP TRAPHACO,Traphaco Joint Stock Company
HOSE,TRC,CTCP CAO SU TAY NINH,Tay Ninh Rubber Joint Stock Company
UPCOM,TRS,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải,Tracimexco Supply Chains and Agency Services Joint Stock Company
UPCOM,TRT,Công ty Cổ phần RedstarCera,RedstarCera Joint Stock Company
UPCOM,TS3,Công ty Cổ phần Trường Sơn 532,Truong Son 532 Joint Stock Company
UPCOM,TS4,Công ty Cổ phần Thủy sản số 4,Seafood Joint Stock Company No 4
UPCOM,TSA,Công ty Cổ Phần Đầu Tư Và Xây Lắp Trường Sơn,Truong Son Investment And Construction Joint Stock Company
HNX,TSB,Công ty Cổ phần Ắc quy Tia Sáng,Tia Sang Battery Joint Stock Company
HOSE,TSC,CTCP VT KT NN CAN THO,Techno - Agricultural Supplying Joint Stock Company
UPCOM,TSD,Công ty Cổ phần Du lịch Trường Sơn Coecco,Truong Son Tourism Joint Stock Company Ceocco
UPCOM,TSG,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,Sai Gon Railway of Telecommunication - Signalization Joint Stock Company 
UPCOM,TSJ,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Hanoi Tourist Service Joint Stock Company
UPCOM,TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,Telecommunication Technical Service Joint Stock Company
UPCOM,TT6,Công ty Cổ Phần Tập Đoàn Tiến Thịnh,Tien Thinh Group Joint Stock Company
HOSE,TTA,CTCP DTXD&PT TRUONG THANH,Truong Thanh Development and Construction Investment Joint Stock Company
UPCOM,TTB,Công ty Cổ phần TTBGROUP,TTBGROUP Joint Stock Company
HNX,TTC,Công ty Cổ phần Gạch men Thanh Thanh,Thanh Thanh Joint Stock Company
UPCOM,TTD,Công ty Cổ phần Bệnh viện Tim Tâm Đức,Tam Duc Cardiology Hospital Joint Stock Company
HOSE,TTE,CTCP DT NL TRUONG THINH,Truong Thinh Energy Investment Joint Stock Company
HOSE,TTF,CTCP TDKN GO TRUONG THANH,Truong Thanh Furniture Corporation
UPCOM,TTG,Công ty Cổ phần May Thanh Trì,Thanh Tri Garment Joint Stock Company
HNX,TTH,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,Tien Thanh Service and Trading Joint Stock Company
HNX,TTL,Tổng Công ty Thăng Long - Công ty Cổ phần,Thang Long Joint Stock Corporation
UPCOM,TTN,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam,Viet Nam Technology & Telecommunication Joint Stock Company
UPCOM,TTP,Công ty Cổ phần Bao bì Tân Tiến,Tan Tien Packaging Joint Stock Company
UPCOM,TTS,Công ty Cổ phần Cán thép Thái Trung,Thai Trung Steel Joint Stock Company
HNX,TTT,Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh,Tay Ninh Tourist - Trading Joint Stock Company
UPCOM,TTZ,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,Tien Trung Investment Construction and Technology Joint Stock Company
UPCOM,TUG,Công ty Cổ phần Lai dắt và Vận tải Cảng Hải Phòng,Haiphong Tugboat and Transport Joint Stock Company
UPCOM,TV1,Công ty Cổ phần Tư vấn Xây dựng Điện 1,Power Engineering Consulting Joint Stock Company 1
HOSE,TV2,CTCP TV XD DIEN 2,Power Engineering Consulting Joint Stock Company 2
HNX,TV3,Công ty Cổ phần Tư vấn Xây dựng Điện 3,Power Engineering Consulting Joint Stock Company 3
HNX,TV4,Công ty Cổ phần Tư vấn Xây dựng Điện 4,Power Engineering Consulting Joint Stock Company 4
UPCOM,TV6,Công ty Cổ phần Thương mại Đầu tư xây lắp điện Thịnh Vượng,Thinh Vuong Power Construction Trading and Investment Joint Stock Company
UPCOM,TVA,Công ty cổ phần Sứ Viglacera Thanh Trì,Viglacera Thanh Tri Sanitary Joint Stock Company
HOSE,TVB,CTCP CHUNG KHOAN TRI VIET,Tri Viet Securities Joint Stock Corporation
HNX,TVC,Công ty Cổ phần Tập đoàn Quản lý Tài sản Trí Việt,Tri Viet Asset Management Corporation Joint Stock Company
HNX,TVD,Công ty Cổ phần Than Vàng Danh - Vinacomin,Vang Danh Coal Joint Stock Company
UPCOM,TVG,Công ty Cổ phần Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,Transport Investment And Construction Consultant Joint Stock Company
UPCOM,TVH,Công ty Cổ phần Tư vấn Xây dựng công trình Hàng hải,Construction Consultation Joint Stock Company For Maritime Building
UPCOM,TVM,Công ty Cổ phần Tư vấn đầu tư Mỏ và công nghiệp - Vinacomin,Vinacomin Industry Investment Consulting Joint Stock Company
UPCOM,TVN,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,Viet Nam Steel Corporation
HOSE,TVS,CTCP CK THIEN VIET,Thien Viet Securities Joint-Stock Company
HOSE,TVT,TCT VIET THANG-CTCP,Viet Thang Corporation - JSC
UPCOM,TW3,Công ty Cổ phần Dược Trung Ương 3,Central Pharmaceutical Joint Stock Company No.3
HNX,TXM,Công ty Cổ phần VICEM Thạch cao Xi Măng,VICEM Gypsum and Cement Joint Stock Company
HOSE,TYA,CTCP DAY&CAP DIEN TAYA VN,Taya (VIET NAM) Electric Wire and Cable Joint Stock Company
UPCOM,UCT,Công ty Cổ phần Đô thị Cần Thơ,CanTho Urban Joint Stock Company
UPCOM,UDC,Công ty Cổ phần Xây dựng và Phát triển đô thị Tỉnh Bà Rịa - Vũng Tàu,Urban Development Construction Corporation
UPCOM,UDJ,Công ty Cổ phần Phát triển Đô thị,Becamex Urban Development Joint Stock Company
UPCOM,UDL,Công ty Cổ phần Đô thị và Môi trường Đắk Lắk,Dak Lak Urban and Enviroment Joint Stock Company
UPCOM,UEM,Công ty Cổ phần Cơ điện Uông Bí - Vinacomin,Vinacomin - Uong Bi Electric Mechanical Joint Stock Company
HOSE,UIC,CTCP DTPT NHA&DT IDICO,Idico Urban and House Development Joint stock Company
UPCOM,UMC,Công ty Cổ phần Công trình đô thị Nam Định,Nam Dinh Urband Construction Management Joint Stock Company
HNX,UNI,Công ty Cổ phần Đầu tư và Phát triển Sao Mai Việt,Sao Mai Viet Investment and Development Joint Stock Company
UPCOM,UPC,Công ty Cổ phần Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,Vung Tau Urban and Parks Development Joint Stock Company
UPCOM,UPH,Công ty Cổ phần Dược phẩm TW25,No 25 Central Pharmaceutical Joint Stock Company
UPCOM,USC,Công ty Cổ phần Khảo sát và Xây dựng - USCO,Union of Survey And Construction Joint Stock Company
UPCOM,USD,Công ty Cổ phần Công trình Đô thị Sóc Trăng,Soc Trang Public Works Joint Stock Company
UPCOM,V11,Công ty Cổ phần Xây dựng số 11,Vietnam Construction Joint Stock Company No11
HNX,V12,Công ty Cổ phần Xây dựng số 12,Viet Nam Construction Joint Stock Company No 12
UPCOM,V15,Công ty Cổ phần Xây dựng số 15,Vinaconex 15 Joint Stock Company
HNX,V21,Công ty Cổ phần Vinaconex 21,Vinaconex 21 Joint Stock Company
UPCOM,VAB,Ngân hàng Thương mại Cổ phần Việt Á,Vietnam-Asia Commercial Joint Stock Bank
HOSE,VAF,CTCP PHAN LAN NC VAN DIEN,Van Dien Fused Magnesium Phosphate Fertilizer Joint Stock Company
UPCOM,VAV,Công ty Cổ phần VIWACO,VIWACO Joint Stock Company
HNX,VBA121033,,
HNX,VBA122001,,
HNX,VBA123036,,
UPCOM,VBB,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,Vietnam Thuong Tin Commercial Joint Stock Bank
HNX,VBB122033,,
HNX,VBC,"Công ty Cổ phần Nhựa, Bao bì Vinh",Vinh Plastic and Bags Joint Stock Company
UPCOM,VBG,Công ty Cổ phần Địa chất Việt Bắc - TKV,Vinacomin - Viet Bac Geology Joint Stock Company
UPCOM,VBH,Công ty Cổ phần Điện tử Bình Hòa,Viettronics Binh Hoa Joint Stock Company
HNX,VC1,Công ty Cổ phần Xây dựng số 1,Construction Joint Stock Company No 1
HNX,VC2,Công ty Cổ phần Đầu tư và Xây dựng VINA2,VINA2 Investment and Construction Joint Stock Company
HNX,VC3,Công ty Cổ phần Tập đoàn Nam Mê Kông,Nam MeKong Group Joint Stock Company
UPCOM,VC5,Công ty Cổ phần xây dựng số 5,Construction Joint Stock Company - Number 5
HNX,VC6,Công ty cổ phần Xây dựng và Đầu tư Visicons,Visicons Construction and Investment Joint Stock Company
HNX,VC7,Công ty Cổ phần Tập đoàn BGI,BGI Group Joint Stock Company
HNX,VC9,Công ty Cổ phần Xây dựng số 9 - VC9,VC9 - No 9 Construction Joint Stock Company 
HOSE,VCA,CTCP THEP VICASA-VNSTEEL,VNSTEEL - VICASA Joint Stock Company
HOSE,VCB,NH TMCP NGOAI THUONG VN,Joint Stock Commercial Bank For Foreign Trade Of Vietnam
HNX,VCC,Công ty Cổ phần Vinaconex 25,Vinaconex 25 Joint Stock Company
UPCOM,VCE,Công ty Cổ phần Xây lắp Môi trường,Construction Environment Joint Stock Company
